bank_key,file_name,separator,column_name,dtype,missing_rate,cardinality,has_target,target_has_valid_values
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,transaction_id,object,0.0,100000,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,bank_code,object,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,bank_name,object,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,bank_country,object,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,bank_tier,object,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,client_id,object,0.0,5000,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,client_segment,object,0.02957,5,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,channel,object,0.0,4,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,card_brand,object,0.03003,3,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,pan_masked,object,0.0,4611,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,pan_hash,object,0.0,5000,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,mti,int64,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de2_pan,float64,0.0,6,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de3_processing_code,int64,0.0,5,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de4_amount_transaction,int64,0.0,36856,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de6_amount_cardholder_billing,int64,0.0,37670,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de7_transmission_datetime,int64,0.0,99645,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de9_conversion_rate_billing,float64,0.03014,2929,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de11_stan,int64,0.0,100000,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de12_local_time,int64,0.0,56467,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de13_local_date,int64,0.0,183,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de14_expiration_date,int64,0.0,71,True,False
